DATE,UNRATE,FEDFUNDS,GDP,CPIAUCSL,BOPTEXP,SPY
1/2/54,5.2,,385.345,26.99,,
1/3/54,5.7,,385.345,26.93,,
1/4/54,5.9,,386.121,26.86,,
1/5/54,5.9,,386.121,26.93,,
1/6/54,5.6,,386.121,26.94,,
1/7/54,5.8,0.8,390.996,26.86,,
1/8/54,6,1.22,390.996,26.85,,
1/9/54,6.1,1.07,390.996,26.81,,
1/10/54,5.7,0.85,399.734,26.72,,
1/11/54,5.3,0.83,399.734,26.78,,
1/12/54,5,1.28,399.734,26.77,,
1/1/55,4.9,1.39,413.073,26.77,,
1/2/55,4.7,1.29,413.073,26.82,,
1/3/55,4.6,1.35,413.073,26.79,,
1/4/55,4.7,1.43,421.532,26.79,,
1/5/55,4.3,1.43,421.532,26.77,,
1/6/55,4.2,1.64,421.532,26.71,,
1/7/55,4,1.68,430.221,26.76,,
1/8/55,4.2,1.96,430.221,26.72,,
1/9/55,4.1,2.18,430.221,26.85,,
1/10/55,4.3,2.24,437.092,26.82,,
1/11/55,4.2,2.35,437.092,26.88,,
1/12/55,4.2,2.48,437.092,26.87,,
1/1/56,4,2.45,439.746,26.83,,
1/2/56,3.9,2.5,439.746,26.86,,
1/3/56,4.2,2.5,439.746,26.89,,
1/4/56,4,2.62,446.01,26.93,,
1/5/56,4.3,2.75,446.01,27.03,,
1/6/56,4.3,2.71,446.01,27.15,,
1/7/56,4.4,2.75,451.191,27.29,,
1/8/56,4.1,2.73,451.191,27.31,,
1/9/56,3.9,2.95,451.191,27.35,,
1/10/56,3.9,2.96,460.463,27.51,,
1/11/56,4.3,2.88,460.463,27.51,,
1/12/56,4.2,2.94,460.463,27.63,,
1/1/57,4.2,2.84,469.779,27.67,,
1/2/57,3.9,3,469.779,27.8,,
1/3/57,3.7,2.96,469.779,27.86,,
1/4/57,3.9,3,472.025,27.93,,
1/5/57,4.1,3,472.025,28,,
1/6/57,4.3,3,472.025,28.11,,
1/7/57,4.2,2.99,479.49,28.19,,
1/8/57,4.1,3.24,479.49,28.28,,
1/9/57,4.4,3.47,479.49,28.32,,
1/10/57,4.5,3.5,474.864,28.32,,
1/11/57,5.1,3.28,474.864,28.41,,
1/12/57,5.2,2.98,474.864,28.47,,
1/1/58,5.8,2.72,467.54,28.64,,
1/2/58,6.4,1.67,467.54,28.7,,
1/3/58,6.7,1.2,467.54,28.87,,
1/4/58,7.4,1.26,471.978,28.94,,
1/5/58,7.4,0.63,471.978,28.94,,
1/6/58,7.3,0.93,471.978,28.91,,
1/7/58,7.5,0.68,485.841,28.89,,
1/8/58,7.4,1.53,485.841,28.94,,
1/9/58,7.1,1.76,485.841,28.91,,
1/10/58,6.7,1.8,499.555,28.91,,
1/11/58,6.2,2.27,499.555,28.95,,
1/12/58,6.2,2.42,499.555,28.97,,
1/1/59,6,2.48,510.33,29.01,,
1/2/59,5.9,2.43,510.33,29,,
1/3/59,5.6,2.8,510.33,28.97,,
1/4/59,5.2,2.96,522.653,28.98,,
1/5/59,5.1,2.9,522.653,29.04,,
1/6/59,5,3.39,522.653,29.11,,
1/7/59,5.1,3.47,525.034,29.15,,
1/8/59,5.2,3.5,525.034,29.18,,
1/9/59,5.5,3.76,525.034,29.25,,
1/10/59,5.7,3.98,528.6,29.35,,
1/11/59,5.8,4,528.6,29.35,,
1/12/59,5.3,3.99,528.6,29.41,,
1/1/60,5.2,3.99,542.648,29.37,,
1/2/60,4.8,3.97,542.648,29.41,,
1/3/60,5.4,3.84,542.648,29.41,,
1/4/60,5.2,3.92,541.08,29.54,,
1/5/60,5.1,3.85,541.08,29.57,,
1/6/60,5.4,3.32,541.08,29.61,,
1/7/60,5.5,3.23,545.604,29.55,,
1/8/60,5.6,2.98,545.604,29.61,,
1/9/60,5.5,2.6,545.604,29.61,,
1/10/60,6.1,2.47,540.197,29.75,,
1/11/60,6.1,2.44,540.197,29.78,,
1/12/60,6.6,1.98,540.197,29.81,,
1/1/61,6.6,1.45,545.018,29.84,,
1/2/61,6.9,2.54,545.018,29.84,,
1/3/61,6.9,2.02,545.018,29.84,,
1/4/61,7,1.49,555.545,29.81,,
1/5/61,7.1,1.98,555.545,29.84,,
1/6/61,6.9,1.73,555.545,29.84,,
1/7/61,7,1.17,567.664,29.92,,
1/8/61,6.6,2,567.664,29.94,,
1/9/61,6.7,1.88,567.664,29.98,,
1/10/61,6.5,2.26,580.612,29.98,,
1/11/61,6.1,2.61,580.612,29.98,,
1/12/61,6,2.33,580.612,30.01,,
1/1/62,5.8,2.15,594.013,30.04,,
1/2/62,5.5,2.37,594.013,30.11,,
1/3/62,5.6,2.85,594.013,30.17,,
1/4/62,5.6,2.78,600.366,30.21,,
1/5/62,5.5,2.36,600.366,30.24,,
1/6/62,5.5,2.68,600.366,30.21,,
1/7/62,5.4,2.71,609.027,30.22,,
1/8/62,5.7,2.93,609.027,30.28,,
1/9/62,5.6,2.9,609.027,30.42,,
1/10/62,5.4,2.9,612.28,30.38,,
1/11/62,5.7,2.94,612.28,30.38,,
1/12/62,5.5,2.93,612.28,30.38,,
1/1/63,5.7,2.92,621.672,30.44,,
1/2/63,5.9,3,621.672,30.48,,
1/3/63,5.7,2.98,621.672,30.51,,
1/4/63,5.7,2.9,629.752,30.48,,
1/5/63,5.9,3,629.752,30.51,,
1/6/63,5.6,2.99,629.752,30.61,,
1/7/63,5.6,3.02,644.444,30.69,,
1/8/63,5.4,3.49,644.444,30.75,,
1/9/63,5.5,3.48,644.444,30.72,,
1/10/63,5.5,3.5,653.938,30.75,,
1/11/63,5.7,3.48,653.938,30.78,,
1/12/63,5.5,3.38,653.938,30.88,,
1/1/64,5.6,3.48,669.822,30.94,,
1/2/64,5.4,3.48,669.822,30.91,,
1/3/64,5.4,3.43,669.822,30.94,,
1/4/64,5.3,3.47,678.674,30.95,,
1/5/64,5.1,3.5,678.674,30.98,,
1/6/64,5.2,3.5,678.674,31.01,,
1/7/64,4.9,3.42,692.031,31.02,,
1/8/64,5,3.5,692.031,31.05,,
1/9/64,5.1,3.45,692.031,31.08,,
1/10/64,5.1,3.36,697.319,31.12,,
1/11/64,4.8,3.52,697.319,31.21,,
1/12/64,5,3.85,697.319,31.25,,
1/1/65,4.9,3.9,717.79,31.28,,
1/2/65,5.1,3.98,717.79,31.28,,
1/3/65,4.7,4.05,717.79,31.31,,
1/4/65,4.8,4.09,730.191,31.38,,
1/5/65,4.6,4.1,730.191,31.48,,
1/6/65,4.6,4.05,730.191,31.61,,
1/7/65,4.4,4.09,749.323,31.58,,
1/8/65,4.4,4.12,749.323,31.55,,
1/9/65,4.3,4.02,749.323,31.62,,
1/10/65,4.2,4.08,771.857,31.65,,
1/11/65,4.1,4.1,771.857,31.75,,
1/12/65,4,4.32,771.857,31.85,,
1/1/66,4,4.42,795.734,31.88,,
1/2/66,3.8,4.6,795.734,32.08,,
1/3/66,3.8,4.66,795.734,32.18,,
1/4/66,3.8,4.67,804.981,32.28,,
1/5/66,3.9,4.9,804.981,32.35,,
1/6/66,3.8,5.17,804.981,32.38,,
1/7/66,3.8,5.3,819.638,32.45,,
1/8/66,3.8,5.53,819.638,32.65,,
1/9/66,3.7,5.4,819.638,32.75,,
1/10/66,3.7,5.53,833.302,32.85,,
1/11/66,3.6,5.76,833.302,32.88,,
1/12/66,3.8,5.4,833.302,32.92,,
1/1/67,3.9,4.94,844.17,32.9,,
1/2/67,3.8,5,844.17,33,,
1/3/67,3.8,4.53,844.17,33,,
1/4/67,3.8,4.05,848.983,33.1,,
1/5/67,3.8,3.94,848.983,33.1,,
1/6/67,3.9,3.98,848.983,33.3,,
1/7/67,3.8,3.79,865.233,33.4,,
1/8/67,3.8,3.9,865.233,33.5,,
1/9/67,3.8,3.99,865.233,33.6,,
1/10/67,4,3.88,881.439,33.7,,
1/11/67,3.9,4.13,881.439,33.9,,
1/12/67,3.8,4.51,881.439,34,,
1/1/68,3.7,4.61,909.387,34.1,,
1/2/68,3.8,4.71,909.387,34.2,,
1/3/68,3.7,5.05,909.387,34.3,,
1/4/68,3.5,5.76,934.344,34.4,,
1/5/68,3.5,6.12,934.344,34.5,,
1/6/68,3.7,6.07,934.344,34.7,,
1/7/68,3.7,6.03,950.825,34.9,,
1/8/68,3.5,6.03,950.825,35,,
1/9/68,3.4,5.78,950.825,35.1,,
1/10/68,3.4,5.91,968.03,35.3,,
1/11/68,3.4,5.82,968.03,35.4,,
1/12/68,3.4,6.02,968.03,35.6,,
1/1/69,3.4,6.3,993.337,35.7,,
1/2/69,3.4,6.61,993.337,35.8,,
1/3/69,3.4,6.79,993.337,36.1,,
1/4/69,3.4,7.41,1009.02,36.3,,
1/5/69,3.4,8.67,1009.02,36.4,,
1/6/69,3.5,8.9,1009.02,36.6,,
1/7/69,3.5,8.61,1029.956,36.8,,
1/8/69,3.5,9.19,1029.956,36.9,,
1/9/69,3.7,9.15,1029.956,37.1,,
1/10/69,3.7,9,1038.147,37.3,,
1/11/69,3.5,8.85,1038.147,37.5,,
1/12/69,3.5,8.97,1038.147,37.7,,
1/1/70,3.9,8.98,1051.2,37.9,,
1/2/70,4.2,8.98,1051.2,38.1,,
1/3/70,4.4,7.76,1051.2,38.3,,
1/4/70,4.6,8.1,1067.375,38.5,,
1/5/70,4.8,7.95,1067.375,38.6,,
1/6/70,4.9,7.61,1067.375,38.8,,
1/7/70,5,7.21,1086.059,38.9,,
1/8/70,5.1,6.62,1086.059,39,,
1/9/70,5.4,6.29,1086.059,39.2,,
1/10/70,5.5,6.2,1088.608,39.4,,
1/11/70,5.9,5.6,1088.608,39.6,,
1/12/70,6.1,4.9,1088.608,39.8,,
1/1/71,5.9,4.14,1135.156,39.9,,
1/2/71,5.9,3.72,1135.156,39.9,,
1/3/71,6,3.71,1135.156,40,,
1/4/71,5.9,4.16,1156.271,40.1,,
1/5/71,5.9,4.63,1156.271,40.3,,
1/6/71,5.9,4.91,1156.271,40.5,,
1/7/71,6,5.31,1177.675,40.6,,
1/8/71,6.1,5.57,1177.675,40.7,,
1/9/71,6,5.55,1177.675,40.8,,
1/10/71,5.8,5.2,1190.297,40.9,,
1/11/71,6,4.91,1190.297,41,,
1/12/71,6,4.14,1190.297,41.1,,
1/1/72,5.8,3.51,1230.609,41.2,,
1/2/72,5.7,3.3,1230.609,41.4,,
1/3/72,5.8,3.83,1230.609,41.4,,
1/4/72,5.7,4.17,1266.369,41.5,,
1/5/72,5.7,4.27,1266.369,41.6,,
1/6/72,5.7,4.46,1266.369,41.7,,
1/7/72,5.6,4.55,1290.566,41.8,,
1/8/72,5.6,4.81,1290.566,41.9,,
1/9/72,5.5,4.87,1290.566,42.1,,
1/10/72,5.6,5.05,1328.904,42.2,,
1/11/72,5.3,5.06,1328.904,42.4,,
1/12/72,5.2,5.33,1328.904,42.5,,
1/1/73,4.9,5.94,1377.49,42.7,,
1/2/73,5,6.58,1377.49,43,,
1/3/73,4.9,7.09,1377.49,43.4,,
1/4/73,5,7.12,1413.887,43.7,,
1/5/73,4.9,7.84,1413.887,43.9,,
1/6/73,4.9,8.49,1413.887,44.2,,
1/7/73,4.8,10.4,1433.838,44.2,,
1/8/73,4.8,10.5,1433.838,45,,
1/9/73,4.8,10.78,1433.838,45.2,,
1/10/73,4.6,10.01,1476.289,45.6,,
1/11/73,4.8,10.03,1476.289,45.9,,
1/12/73,4.9,9.95,1476.289,46.3,,
1/1/74,5.1,9.65,1491.209,46.8,,
1/2/74,5.2,8.97,1491.209,47.3,,
1/3/74,5.1,9.35,1491.209,47.8,,
1/4/74,5.1,10.51,1530.056,48.1,,
1/5/74,5.1,11.31,1530.056,48.6,,
1/6/74,5.4,11.93,1530.056,49,,
1/7/74,5.5,12.92,1560.026,49.3,,
1/8/74,5.5,12.01,1560.026,49.9,,
1/9/74,5.9,11.34,1560.026,50.6,,
1/10/74,6,10.06,1599.679,51,,
1/11/74,6.6,9.45,1599.679,51.5,,
1/12/74,7.2,8.53,1599.679,51.9,,
1/1/75,8.1,7.13,1616.116,52.3,,
1/2/75,8.1,6.24,1616.116,52.6,,
1/3/75,8.6,5.54,1616.116,52.8,,
1/4/75,8.8,5.49,1651.853,53,,
1/5/75,9,5.22,1651.853,53.1,,
1/6/75,8.8,5.55,1651.853,53.5,,
1/7/75,8.6,6.1,1709.82,54,,
1/8/75,8.4,6.14,1709.82,54.2,,
1/9/75,8.4,6.24,1709.82,54.6,,
1/10/75,8.4,5.82,1761.831,54.9,,
1/11/75,8.3,5.22,1761.831,55.3,,
1/12/75,8.2,5.2,1761.831,55.6,,
1/1/76,7.9,4.87,1820.487,55.8,,
1/2/76,7.7,4.77,1820.487,55.9,,
1/3/76,7.6,4.84,1820.487,56,,
1/4/76,7.7,4.82,1852.332,56.1,,
1/5/76,7.4,5.29,1852.332,56.4,,
1/6/76,7.6,5.48,1852.332,56.7,,
1/7/76,7.8,5.31,1886.558,57,,
1/8/76,7.8,5.29,1886.558,57.3,,
1/9/76,7.6,5.25,1886.558,57.6,,
1/10/76,7.7,5.02,1934.273,57.9,,
1/11/76,7.8,4.95,1934.273,58.1,,
1/12/76,7.8,4.65,1934.273,58.4,,
1/1/77,7.5,4.61,1988.648,58.7,,
1/2/77,7.6,4.68,1988.648,59.3,,
1/3/77,7.4,4.69,1988.648,59.6,,
1/4/77,7.2,4.73,2055.909,60,,
1/5/77,7,5.35,2055.909,60.2,,
1/6/77,7.2,5.39,2055.909,60.5,,
1/7/77,6.9,5.42,2118.473,60.8,,
1/8/77,7,5.9,2118.473,61.1,,
1/9/77,6.8,6.14,2118.473,61.3,,
1/10/77,6.8,6.47,2164.27,61.6,,
1/11/77,6.8,6.51,2164.27,62,,
1/12/77,6.4,6.56,2164.27,62.3,,
1/1/78,6.4,6.7,2202.76,62.7,,
1/2/78,6.3,6.78,2202.76,63,,
1/3/78,6.3,6.79,2202.76,63.4,,
1/4/78,6.1,6.89,2331.633,63.9,,
1/5/78,6,7.36,2331.633,64.5,,
1/6/78,5.9,7.6,2331.633,65,,
1/7/78,6.2,7.81,2395.053,65.5,,
1/8/78,5.9,8.04,2395.053,65.9,,
1/9/78,6,8.45,2395.053,66.5,,
1/10/78,5.8,8.96,2476.949,67.1,,
1/11/78,5.9,9.76,2476.949,67.5,,
1/12/78,6,10.03,2476.949,67.9,,
1/1/79,5.9,10.07,2526.61,68.5,,
1/2/79,5.9,10.06,2526.61,69.2,,
1/3/79,5.8,10.09,2526.61,69.9,,
1/4/79,5.8,10.01,2591.247,70.6,,
1/5/79,5.6,10.24,2591.247,71.4,,
1/6/79,5.7,10.29,2591.247,72.2,,
1/7/79,5.7,10.47,2667.565,73,,
1/8/79,6,10.94,2667.565,73.7,,
1/9/79,5.9,11.43,2667.565,74.4,,
1/10/79,6,13.77,2723.883,75.2,,
1/11/79,5.9,13.18,2723.883,76,,
1/12/79,6,13.78,2723.883,76.9,,
1/1/80,6.3,13.82,2789.842,78,,
1/2/80,6.3,14.13,2789.842,79,,
1/3/80,6.3,17.19,2789.842,80.1,,
1/4/80,6.9,17.61,2797.352,80.9,,
1/5/80,7.5,10.98,2797.352,81.7,,
1/6/80,7.6,9.47,2797.352,82.5,,
1/7/80,7.8,9.03,2856.483,82.6,,
1/8/80,7.7,9.61,2856.483,83.2,,
1/9/80,7.5,10.87,2856.483,83.9,,
1/10/80,7.5,12.81,2985.557,84.7,,
1/11/80,7.5,15.85,2985.557,85.6,,
1/12/80,7.2,18.9,2985.557,86.4,,
1/1/81,7.5,19.08,3124.206,87.2,,
1/2/81,7.4,15.93,3124.206,88,,
1/3/81,7.4,14.7,3124.206,88.6,,
1/4/81,7.2,15.72,3162.532,89.1,,
1/5/81,7.5,18.52,3162.532,89.7,,
1/6/81,7.5,19.1,3162.532,90.5,,
1/7/81,7.2,19.04,3260.609,91.5,,
1/8/81,7.4,17.82,3260.609,92.2,,
1/9/81,7.6,15.87,3260.609,93.1,,
1/10/81,7.9,15.08,3280.818,93.4,,
1/11/81,8.3,13.31,3280.818,93.8,,
1/12/81,8.5,12.37,3280.818,94.1,,
1/1/82,8.6,13.22,3274.302,94.4,,
1/2/82,8.9,14.78,3274.302,94.7,,
1/3/82,9,14.68,3274.302,94.7,,
1/4/82,9.3,14.94,3331.972,95,,
1/5/82,9.4,14.45,3331.972,95.9,,
1/6/82,9.6,14.15,3331.972,97,,
1/7/82,9.8,12.59,3366.322,97.5,,
1/8/82,9.8,10.12,3366.322,97.7,,
1/9/82,10.1,10.31,3366.322,97.7,,
1/10/82,10.4,9.71,3402.561,98.1,,
1/11/82,10.8,9.2,3402.561,98,,
1/12/82,10.8,8.95,3402.561,97.7,,
1/1/83,10.4,8.68,3473.413,97.9,,
1/2/83,10.4,8.51,3473.413,98,,
1/3/83,10.3,8.77,3473.413,98.1,,
1/4/83,10.2,8.8,3578.848,98.8,,
1/5/83,10.1,8.63,3578.848,99.2,,
1/6/83,10.1,8.98,3578.848,99.4,,
1/7/83,9.4,9.37,3689.179,99.8,,
1/8/83,9.5,9.56,3689.179,100.1,,
1/9/83,9.2,9.45,3689.179,100.4,,
1/10/83,8.8,9.48,3794.706,100.8,,
1/11/83,8.5,9.34,3794.706,101.1,,
1/12/83,8.3,9.47,3794.706,101.4,,
1/1/84,8,9.56,3908.054,102.1,,
1/2/84,7.8,9.59,3908.054,102.6,,
1/3/84,7.8,9.91,3908.054,102.9,,
1/4/84,7.7,10.29,4009.601,103.3,,
1/5/84,7.4,10.32,4009.601,103.5,,
1/6/84,7.2,11.06,4009.601,103.7,,
1/7/84,7.5,11.23,4084.25,104.1,,
1/8/84,7.5,11.64,4084.25,104.4,,
1/9/84,7.3,11.3,4084.25,104.7,,
1/10/84,7.4,9.99,4148.551,105.1,,
1/11/84,7.2,9.43,4148.551,105.3,,
1/12/84,7.3,8.38,4148.551,105.5,,
1/1/85,7.3,8.35,4230.168,105.7,,
1/2/85,7.2,8.5,4230.168,106.3,,
1/3/85,7.2,8.58,4230.168,106.8,,
1/4/85,7.3,8.27,4294.887,107,,
1/5/85,7.2,7.97,4294.887,107.2,,
1/6/85,7.4,7.53,4294.887,107.5,,
1/7/85,7.4,7.88,4386.773,107.7,,
1/8/85,7.1,7.9,4386.773,107.9,,
1/9/85,7.1,7.92,4386.773,108.1,,
1/10/85,7.1,7.99,4444.094,108.5,,
1/11/85,7,8.05,4444.094,109,,
1/12/85,7,8.27,4444.094,109.5,,
1/1/86,6.7,8.14,4507.894,109.9,,
1/2/86,7.2,7.86,4507.894,109.7,,
1/3/86,7.2,7.48,4507.894,109.1,,
1/4/86,7.1,6.99,4545.34,108.7,,
1/5/86,7.2,6.85,4545.34,109,,
1/6/86,7.2,6.92,4545.34,109.4,,
1/7/86,7,6.56,4607.669,109.5,,
1/8/86,6.9,6.17,4607.669,109.6,,
1/9/86,7,5.89,4607.669,110,,
1/10/86,7,5.85,4657.627,110.2,,
1/11/86,6.9,6.04,4657.627,110.4,,
1/12/86,6.6,6.91,4657.627,110.8,,
1/1/87,6.6,6.43,4722.156,111.4,,
1/2/87,6.6,6.1,4722.156,111.8,,
1/3/87,6.6,6.13,4722.156,112.2,,
1/4/87,6.3,6.37,4806.16,112.7,,
1/5/87,6.3,6.85,4806.16,113,,
1/6/87,6.2,6.73,4806.16,113.5,,
1/7/87,6.1,6.58,4884.555,113.8,,
1/8/87,6,6.73,4884.555,114.3,,
1/9/87,5.9,7.22,4884.555,114.7,,
1/10/87,6,7.29,5007.994,115,,
1/11/87,5.8,6.69,5007.994,115.4,,
1/12/87,5.7,6.77,5007.994,115.6,,
1/1/88,5.7,6.83,5073.372,116,,
1/2/88,5.7,6.58,5073.372,116.2,,
1/3/88,5.7,6.58,5073.372,116.5,,
1/4/88,5.4,6.87,5190.036,117.2,,
1/5/88,5.6,7.09,5190.036,117.5,,
1/6/88,5.4,7.51,5190.036,118,,
1/7/88,5.4,7.75,5282.835,118.5,,
1/8/88,5.6,8.01,5282.835,119,,
1/9/88,5.4,8.19,5282.835,119.5,,
1/10/88,5.4,8.3,5399.509,119.9,,
1/11/88,5.3,8.35,5399.509,120.3,,
1/12/88,5.3,8.76,5399.509,120.7,,
1/1/89,5.4,9.12,5511.253,121.2,,
1/2/89,5.2,9.36,5511.253,121.6,,
1/3/89,5,9.85,5511.253,122.2,,
1/4/89,5.2,9.84,5612.463,123.1,,
1/5/89,5.2,9.81,5612.463,123.7,,
1/6/89,5.3,9.53,5612.463,124.1,,
1/7/89,5.2,9.24,5695.365,124.5,,
1/8/89,5.2,8.99,5695.365,124.5,,
1/9/89,5.3,9.02,5695.365,124.8,,
1/10/89,5.3,8.84,5747.237,125.4,,
1/11/89,5.4,8.55,5747.237,125.9,,
1/12/89,5.4,8.45,5747.237,126.3,,
1/1/90,5.4,8.23,5872.701,127.5,,
1/2/90,5.3,8.24,5872.701,128,,
1/3/90,5.2,8.28,5872.701,128.6,,
1/4/90,5.4,8.26,5960.028,128.9,,
1/5/90,5.4,8.18,5960.028,129.1,,
1/6/90,5.2,8.29,5960.028,129.9,,
1/7/90,5.5,8.15,6015.116,130.5,,
1/8/90,5.7,8.13,6015.116,131.6,,
1/9/90,5.9,8.2,6015.116,132.5,,
1/10/90,5.9,8.11,6004.733,133.4,,
1/11/90,6.2,7.81,6004.733,133.7,,
1/12/90,6.3,7.31,6004.733,134.2,,
1/1/91,6.4,6.91,6035.178,134.7,,
1/2/91,6.6,6.25,6035.178,134.8,,
